Dealership_Name,Location,Total_Cars_Sold,Total_Revenue
Riou,Garcianec,2892,25724191.88
Regnier SARL,Saint Frédérique,3340,16055413.43
Garnier S.A.S.,Saint GérardVille,2713,27509923.44
Foucher,CousinBourg,327,42142069.01
Morvan SA,Sainte Renée-les-Bains,1814,49638490.14
Picard Hamon SARL,Jean-sur-Étienne,4204,17999262.25
Bouvier Monnier S.A.R.L.,Ruiz,4553,32114085.6
Leroux,Delmasboeuf,2238,10050801.66
Charpentier Klein et Fils,Baudry,568,23655968.49
Teixeira,Collin-sur-Le Gall,675,45129403.18
Techer et Fils,Meyer,2226,15956030.76
Leclerc,Weiss,715,18813204.19
Dubois,Saint Frédéricnec,982,12395633.1
Marty,Coste,305,11806939.97
Maillet,Saint MaryseBourg,989,18190803.35
Martin S.A.S.,Georges-sur-Pereira,3842,11720713.69
Bernier,Blot-les-Bains,276,23359581.33
Philippe,Hamelboeuf,2984,22381497.24
Diaz S.A.R.L.,Pelletier,2594,21259788.81
Duhamel,Sainte MathildeVille,3397,6807840.76
Dupuy,Vasseur-les-Bains,4558,37069670.02
Normand Lecomte SA,Seguin,1972,18988385.92
Pasquier Guillaume SARL,Berger-sur-Delaunay,1529,32403910.44
Barbe,Chartier-sur-Bourdon,2118,8583724.07
David SARL,Saint Théodorenec,4225,2934467.46
Thierry et Fils,Ferranddan,4080,14380505.35
Marion,Huetnec,1573,16684021.62
Simon SA,Chrétien,3473,15561623.84
Sanchez Perret S.A.S.,Colin-sur-Maury,2185,15400192.59
Delaunay,Saint Dorothéeboeuf,1766,48128610.24
Leblanc,Lévêque-sur-Gros,1061,40485692.26
Dos Santos,Humbert-sur-Mer,2729,42272694.85
Breton Renaud et Fils,Jacques,2017,34810542.74
Renard et Fils,Blot,3036,49344389.77
Poirier Lemaître S.A.,Duhameldan,632,33066570.95
Baron,Breton,436,37689572.28
Roche et Fils,Guillon-sur-Bonnin,1267,34037580.52
Marchand S.A.R.L.,Martynec,3047,25588670.98
Navarro Dijoux S.A.S.,Prévost-les-Bains,3290,31184827.39
Marchal,Petit,2743,36259859.48
Jean,Da Silva-sur-Marchand,118,38735478.07
Marques Leclercq S.A.S.,Launay,3162,22574930.27
Fleury et Fils,Sainte BenjaminBourg,2107,30910682.16
Noël Hubert S.A.R.L.,Robin,1265,11272170.07
Gilles S.A.,ArnaudVille,2581,16665361.03
Ribeiro,Breton,897,48095032.93
Chevalier,Masson-la-Forêt,1909,39834207.21
Colin,Foucher,3311,20638337.97
Lévy Giraud et Fils,Lebon-les-Bains,1017,36161332.95
Leblanc S.A.R.L.,Sainte Lucasnec,2543,16151577.61
Fouquet,Wagner,1643,41814361.67
Maurice,Sainte Inès,3396,1926785.02
Goncalves Bernier S.A.R.L.,Reynauddan,3837,49587165.88
Lemaître,Couturier-les-Bains,1522,42687116.05
Allain Bruneau et Fils,Martel,4075,48661261.46
Pons,Bousquet,1336,33006623.95
Moreno,Maheboeuf,585,40173071.53
Meunier,Sainte PauletteVille,1249,20790641.89
Poulain Raymond S.A.,Breton,2450,8149626.08
Delannoy,Guillaume,1207,23589698.43
Chrétien,Saint Michèle,824,19210864.75
Bigot,Renauddan,3710,22399925.36
Chauvet,Gayboeuf,4596,48321351.16
Lévy,Wagner,2034,42093525.09
Marin,Saint Inès,1161,13507022.59
Launay,Foucher,4153,2903322.0
Petit S.A.,Pages,4831,7870467.67
Marchand,Didier,2010,13808582.14
Tessier,Marie,1228,37383727.83
Coulon SARL,Charlesdan,2327,17558177.27
Parent et Fils,Pons-la-Forêt,1751,5798982.7
Albert,Saint VirginieBourg,4971,36588548.92
Marchal,Bonnindan,1619,48934286.19
Hoarau SARL,Deschamps,1642,14582128.68
Grondin S.A.,Martinez-la-Forêt,1339,42545959.03
Fischer Teixeira SARL,Sainte Pénélope,789,11799666.79
Boulay SARL,Devaux-sur-Gilles,1901,21613273.88
Dumont,Sainte Christophe,408,42119951.67
Lacombe,LesageVille,2003,34400558.79
Delmas,Sainte Matthieu-la-Forêt,1540,35739579.95
Couturier,Colas,1972,24681919.33
Lacroix S.A.S.,Blanchetnec,1607,41498968.94
Renault,Traorenec,4631,25700154.6
Laine Guyot S.A.,Guillaume-les-Bains,1246,15409432.16
Maréchal Fischer S.A.R.L.,Verdier,784,30448978.67
Chartier,Moulin,1177,21983154.25
Godard,Saint Monique,4700,6009703.71
Chrétien S.A.,Masse,221,37414549.41
Dupré Didier S.A.S.,Samson-sur-Mer,2302,42933467.2
Chartier Leduc S.A.S.,Saint Capucine,1197,45820860.91
Langlois,Lemaireboeuf,4504,2915674.61
Techer S.A.R.L.,Humbert,2058,20188472.71
Bouchet Seguin SA,Grenier-la-Forêt,1153,20699011.03
Ferreira,Albert,2384,9609250.03
Boucher,Ledoux,3320,10204504.84
Pierre S.A.R.L.,Roussel,4201,48489030.99
Lejeune Baron S.A.R.L.,Coste-la-Forêt,1366,15369445.93
Gallet,Saint Susan,397,23787033.2
Costa SARL,Schneider-sur-Dumas,4653,7754176.71
Aubert Leclercq SA,De Sousa-sur-Samson,4524,6469649.59
Valentin Rocher SA,Coste,4902,34756039.01
Lecomte Delorme S.A.,Barbe-sur-Bouvet,3977,40082665.27
Bouchet,Girard-sur-Mer,1640,33008145.58
Bonnet S.A.,Bonneau,2893,5060453.93
Guyon,Verdier,2292,39186760.61
Bernard S.A.R.L.,Guillot-sur-Barre,2609,26449249.43
Bertrand S.A.,Masse-sur-Andre,1660,26089200.76
Royer Lopes S.A.,Rousset,3973,9088759.46
Benard S.A.S.,Potier,1861,15428620.63
Guichard,Collindan,1256,32528214.27
Aubert,Sainte Luce,4847,29877891.76
Masson,Breton,4022,36713097.25
Guyot,Dufournec,1782,5643664.12
Blin S.A.S.,Sainte JacquelineVille,2785,41481023.79
Blot,Saint Stéphane,1477,14685152.48
Masson S.A.,Robin-la-Forêt,1320,3956172.06
Rossi S.A.,Guillet,1709,41461188.8
Boyer S.A.S.,LopezBourg,3061,30225254.95
Morvan,Nguyen-sur-Da Silva,1505,49047444.68
Barbe S.A.R.L.,Dupré,4704,18780689.81
Traore,Mauricedan,564,31905581.75
Charles Peron SARL,Ledoux,3811,49085854.33
Colas SA,Grenier,2221,5239399.86
Roussel,Chauvin-les-Bains,2654,38249838.45
Teixeira Raynaud S.A.R.L.,Sainte Olivie,908,25896679.58
Laine,Colas,1826,40076577.87
Bourdon Gomez S.A.R.L.,Besson-sur-Roussel,4181,39379974.81
Dias Moreau S.A.S.,Valentin,4356,8302063.63
Leroy S.A.,Maillard,1015,15990067.61
Ledoux,Saint Gabriel,2556,16684471.13
Marin S.A.,Lacroix,2729,3777387.96
Auger,Masse,2402,21136826.08
Godard Dumas SARL,Fernandes,3937,47373495.46
Lefebvre S.A.S.,Lenoir,272,43275197.43
Colin,Sainte Arnaude-les-Bains,3852,20976468.92
Georges Menard S.A.S.,Marydan,1774,42289931.53
Allard,Guillon-la-Forêt,4256,15532608.56
Bigot,Delmas,540,34148146.34
Charpentier Da Silva S.A.,Dumont-les-Bains,713,5367419.88
Grenier et Fils,Saint Jeannine,4038,8672435.1
Lecomte,Lagarde-sur-Mer,306,37010260.09
Regnier,Thibault-sur-Mer,183,13061250.29
Hardy Gimenez SA,Maillard-les-Bains,1410,31684935.63
Cohen,Sainte Capucine,4171,3163726.46
Coste SA,Gilbert-sur-Collet,754,7662620.25
Marty,Barre,2757,41135458.14
Benoit,Sainte Emmanuelnec,357,26076204.91
Brun SA,Da Costa-la-Forêt,100,34992439.34
Bègue,Gilles-sur-Letellier,4303,45418068.88
Schneider Chauveau S.A.R.L.,Sainte Odette-les-Bains,3133,25122840.94
Dubois,Martel-sur-Charles,3982,3444698.03
Gaillard,Foucherboeuf,1355,40337577.2
Salmon Henry SARL,Sainte Isaac-sur-Mer,1686,31146121.42
Renard,Fischer,2461,39135901.74
Valette et Fils,Lacroixdan,1276,35177608.54
Joubert S.A.S.,Saint Clémence-les-Bains,939,47458107.4
Bernier,Leroy,1153,16480087.04
Pruvost,LagardeBourg,2767,6397315.58
Renard,Sainte Céline,1411,38723732.19
Lecomte Dubois S.A.,Mathieu,2350,10018793.76
Grégoire,Masse,4159,15410489.52
Rousseau et Fils,Coulondan,2141,36864225.39
Guillaume Delattre SARL,Sainte Christelle,287,6384732.45
Chartier Didier S.A.R.L.,ChauvinVille,139,20040392.93
Guillon,Bouvier-sur-Marchal,1925,12155245.5
Richard,Clémentdan,3222,9900238.39
Gilles SARL,Blondel-la-Forêt,2892,4850448.62
Lopez et Fils,Sancheznec,2286,14778751.47
Pelletier,Leclerc,3843,21386708.82
Lemonnier,Sainte Roland,2824,31585005.68
Millet,Sainte Gilles-les-Bains,3361,2873102.23
Boyer,Le Goff,182,2127419.23
Rivière et Fils,Guillaume-les-Bains,1649,8265477.59
Martins SA,Allainnec,2979,9542497.11
Robert et Fils,Jourdan-sur-Hamel,4975,13767310.69
Pierre,Andre-sur-Robin,2982,28310894.3
Bourgeois,Bonneau,4406,40507815.76
Renard,Sainte Arthurboeuf,4003,33072779.99
Jean S.A.R.L.,Saint Léon,2667,30791152.2
Fabre S.A.R.L.,PerrinVille,2650,44838602.54
Lefebvre,Lambert,419,44002215.93
Laine Bruneau SARL,Clément,4392,6547796.05
Moreau,Sainte Margaud,2259,41560883.67
Marie,Sainte Michelle,288,40933890.51
Sauvage,ChauveauBourg,283,48710305.83
Barthelemy,Foucher,1256,42379053.62
Michaud,Verdier,4207,16947913.92
Charpentier,Colin,4697,2883429.97
Lefèvre,Clerc-sur-Mer,2827,38575743.93
Mace S.A.S.,Joubert,2772,27581691.31
Denis,Valléedan,2813,9261236.5
Evrard,Sainte Susanne-la-Forêt,2218,6229430.52
Meyer,Joly,4521,46187602.35
Jacquot Schmitt S.A.,Sainte Émileboeuf,1273,40223716.08
Germain S.A.,Fleury,1116,14722674.58
Marques,Rivière-sur-Bonnin,4555,8484722.38
Blondel,Morel,2345,31322089.7
Lemoine,Saint Alix-sur-Mer,4576,11168522.81
David,Sainte Manon,3235,48136448.08
Rolland,Collin,3919,4435280.67
Noël,Germain,3054,19630879.9
Rossi,Guillot-sur-Mer,4332,9548053.35
Dupuis,Saint ÉricBourg,2082,9806078.06
Leconte,Salmonboeuf,2903,41636906.82
Normand,PhilippeVille,455,4244045.26
Dupuy,TexierBourg,1475,6054358.37
Perrin,Fouchernec,3498,12398886.7
Blin,Saint Benoît,332,29042294.21
Joly,Louis-la-Forêt,563,49624167.43
Mahe,Sainte Francknec,551,45482960.42
Muller SARL,Weber,3070,38035834.57
Morvan,Lenoir,2949,3757800.76
Blot,Rousseaunec,3278,16664189.75
Goncalves Sanchez S.A.R.L.,Saint Laetitia-les-Bains,4840,18496801.36
Imbert S.A.,Boutin-sur-Gaudin,3906,19871540.45
Seguin,MullerBourg,1305,38851495.69
Foucher,Laporte,2956,21264963.47
Briand,Coulondan,130,26352583.79
Lemonnier S.A.S.,Camusdan,3379,44385602.6
Lacroix,Saint Mathilde,4791,17609802.03
Bertrand SARL,Torres-sur-Renault,1859,19678873.45
Moreno,Sainte Olivie,456,26148399.82
Joubert,GrenierVille,1429,25595851.87
Weber,Payet,3919,22112295.57
Fleury S.A.,Robert,1494,27883400.36
Fischer SARL,Berthelot,2265,25031490.76
Pierre,Neveu-les-Bains,2145,49525469.29
Foucher Bouvet S.A.R.L.,Saint Diane,1512,15857446.8
Chartier et Fils,Pasquier,2015,15714594.08
Costa,Dos Santos,230,24964204.92
Lecoq Boyer S.A.R.L.,Thomas-sur-Samson,2950,49790242.34
Michaud,FerreiraVille,710,49401256.8
Bodin,Jourdan-sur-Mer,3610,35217645.51
Gautier,Guichard,3054,11505685.17
Bertin,Gérard-la-Forêt,1392,7112516.37
Cordier S.A.R.L.,Ledoux,1860,48456075.05
Fabre,Sainte Camilleboeuf,4176,18387773.08
Tanguy,Da Costaboeuf,3086,27652664.61
Guérin,Gillesboeuf,4069,10650079.71
Marchal,Hoareau,526,23292736.48
Simon S.A.R.L.,Clément-sur-Dupuy,964,27906666.34
Ribeiro et Fils,Denisdan,1921,23712188.25
Neveu,Techer,4506,41554249.65
Albert S.A.,Jacques,943,31635433.05
Diallo,Roussetdan,392,6658011.35
Vallée Alexandre S.A.R.L.,Maillet-sur-Gaudin,2032,3486892.77
Traore S.A.R.L.,Sainte Amélie,3954,2832106.08
Joseph Baron S.A.,Valette,1700,48365419.07
Maréchal,Massondan,572,4243988.91
Pichon et Fils,Sainte Charles,4460,44567102.15
Gautier Cohen et Fils,Gonzalez,4960,27192898.71
Rodriguez,Perrin,4738,24303977.25
Traore,Lucasboeuf,1436,42568554.62
Lucas,BlotVille,4633,42602776.25
Pineau,Menard-les-Bains,3368,32621264.18
Guillou,Sainte RolandBourg,827,36373705.42
Fabre,Sainte ClaudineBourg,2600,44688281.29
Pages Faivre SA,Saint Simone,3046,38414594.57
Andre,Allain,3759,43098489.1
Lelièvre et Fils,Rocheboeuf,1287,41322484.66
Schmitt,Joubert-sur-Mer,2587,26180402.67
Leroux,Leroux,2085,24201758.65
Ferreira et Fils,Collin,316,38592127.59
Gonzalez SA,Lévêque-sur-Jacquot,209,7071804.48
Guillou S.A.R.L.,Bonnin,540,27075048.58
Perez S.A.,Bonneaudan,1934,16146438.02
Rey S.A.,Guilbert,2257,26287005.0
Pineau,Le Roux,3043,47698723.12
Marty S.A.S.,Sainte Vincent,4852,4317893.89
Lefort,Sainte Adèlenec,2938,38075019.54
Joly,Nicolas,4985,13499360.15
Courtois,Baudry,1374,3537937.32
Masson,Jacques,2586,38359750.87
Becker Boulanger S.A.S.,Roche,2275,37565958.32
Leclercq SARL,Gautierdan,545,27402555.62
Gros,Arnaudboeuf,2044,22228014.5
Daniel Ruiz et Fils,Lemonnier,3743,41889236.45
Roger SA,Philippenec,2692,43304530.37
Guérin,Bègue-sur-Mer,2012,14650400.57
Wagner,Saint Christiane-la-Forêt,1433,11264388.4
Roche S.A.,Raynaud,3231,1608404.01
Courtois Launay S.A.R.L.,Colindan,4260,40862093.67
Besnard SA,Saint VictoireVille,1519,28572527.0
Duval,Bodin,3413,46712693.28
Berthelot,Durand-sur-Mer,4669,31965416.29
Lemaire SA,Rodrigues,4829,21655077.05
Brunel S.A.S.,Sainte NoémiBourg,4026,38402606.41
Launay Aubert et Fils,Collin,1970,37240857.8
Diaz Adam S.A.,Gauthiernec,232,10362242.13
Guyon,Saint Isabelle,3960,25152383.26
Goncalves,Guillot,3246,48311714.83
Rolland Guillot S.A.S.,Potier-sur-Seguin,1134,20526549.73
Guillou,RobinVille,4789,14412557.55
Courtois,Garcia-sur-Dijoux,438,24901447.44
Allard,Foucher,2071,10707771.94
Grondin,RaymondVille,4663,17578698.31
Rodriguez SA,Sainte VictorBourg,2167,1751068.34
Lopes Monnier S.A.R.L.,Étiennenec,2417,12027324.74
Lévêque,Regnier,4805,31414000.53
Thomas SARL,Deschamps-les-Bains,4270,11607593.11
Voisin SARL,Lefort-sur-Guillaume,707,30806955.79
Tessier Laurent SA,Sainte Timothée,2128,33850879.53
Leduc,Pereira-sur-Mer,3737,10541315.64
Fouquet SARL,Gonzaleznec,130,18105800.31
Lesage SARL,Maurice,4503,28665856.67
Vidal Girard S.A.S.,Cousin,3572,27100771.33
Perrier,Menard-la-Forêt,1619,7775487.83
Noël,Joseph,4813,12273790.28
Delannoy SARL,Petit-sur-Mer,4242,20329247.98
Perez Hervé SARL,Samson-la-Forêt,3843,38485722.58
Dupré Lefebvre S.A.R.L.,Maillot-la-Forêt,2930,37524915.18
Vincent Schmitt et Fils,Chevalier-sur-Allain,2543,31583616.36
Dupuy Guillou S.A.R.L.,Gilbertboeuf,448,48863003.64
Rodriguez SA,Leclercq,4242,10546586.8
Albert Girard SARL,Brundan,896,22643581.36
Buisson Colas S.A.,Humbertboeuf,1748,17841330.87
Gauthier,Neveu,555,30352468.22
Gonzalez,Sainte Audrey,2788,6457708.3
Lemaître,Denis-sur-Bonnin,1591,43428846.98
Joubert et Fils,Saint Laurentdan,3598,46738265.9
Menard,Saint Renéedan,4455,15143266.55
Guérin Tanguy SA,Duhamel,3631,12957365.89
Guibert,Reynaud,734,6755749.92
Guillot,Saint Maggie,4120,23849271.68
Gillet,Blanchet,2723,39629991.31
Colin S.A.S.,Sainte Victor,3959,7688792.91
Pasquier,BaillyBourg,4703,21398411.32
Hebert Martel S.A.R.L.,Ledoux,2140,44118309.08
Caron Barbe S.A.,Garcia,4030,20944750.38
Blanc S.A.S.,Marion,224,1965106.94
Langlois SA,LetellierBourg,3843,28280057.73
Diaz Wagner SA,BretonVille,4271,17354484.12
Tanguy,JourdanBourg,4512,32005249.32
Lacombe Boyer SA,Carpentierdan,2982,38042944.83
Bouvier,Teixeira,2993,49969075.43
Traore,Leleu-la-Forêt,2495,24305568.97
Toussaint S.A.S.,GrenierBourg,1443,19337208.19
Pruvost,Lombard-sur-Mer,2791,30324399.68
Rocher SA,Maillot,585,26545643.56
Auger,Macedan,3131,34148395.07
Simon,Normand,1276,1998661.24
Gaudin,Prévostboeuf,4850,6691745.98
Martin et Fils,Descampsdan,2132,2891063.98
Jacquet S.A.S.,Sainte Bernadette,4843,2541393.61
Delorme Lebreton S.A.,Techerdan,2066,25406271.16
Langlois Roy S.A.S.,Simon,3148,14986704.33
Vallée,Albert,3509,21424998.5
Charrier SARL,Gaydan,3966,17044212.08
Blondel SARL,Caron,825,30469575.79
Gimenez Neveu SA,Fischernec,3171,5562513.44
Morin,Laurent,3117,21477300.25
Durand,Delahaye,2898,39947032.95
Robert,Dumas,4644,44691018.15
Brun,Huet,1072,1971564.11
Legros Aubry et Fils,Blondel,2931,15783029.83
Hardy et Fils,Saint Victor,4071,41569624.25
Imbert,Tanguy,3152,11886044.64
Laine S.A.,Payet-sur-Faure,1147,34765982.28
Dumas,Raymondboeuf,2651,33594258.94
Gosselin Adam SARL,Labbé-sur-Lesage,2773,32657343.03
Marie,Sainte Sylvie-la-Forêt,3704,35590612.55
Pierre Gallet S.A.R.L.,Gautiernec,2414,48558719.11
Lefèvre,Rodrigues,2821,15207082.84
Meunier,Toussaint-sur-Mer,2510,4350519.78
Denis,Masson-les-Bains,2804,33107272.41
Boucher Colin SARL,Vallet-les-Bains,3655,33303340.82
Rousset S.A.,Giraud,962,48785012.3
Pruvost Ribeiro S.A.R.L.,Saint Christophe-sur-Mer,421,8306016.32
Bouvet Leduc et Fils,Gilbert,1618,14068883.72
Brunet,Colin,356,12286073.33
Roussel S.A.,Collet,3793,35157123.13
Guichard SA,Fleury,1479,13524178.18
Bodin S.A.S.,Gauthier,3075,18232989.32
Simon,Saint AiméBourg,1692,29021701.49
Brunel S.A.,Marty,1210,1109636.01
Ollivier SARL,Sainte Mariannenec,4335,48325013.42
Lombard Pons S.A.,Camus-la-Forêt,2097,8759917.41
Fontaine,BlotBourg,3511,15915014.38
Lecoq et Fils,Boyer-la-Forêt,3202,4574468.06
Meunier,Leclercq,2358,40787029.84
Sauvage,Hamon-sur-Jacquet,2955,40592660.54
Legrand Simon et Fils,Charpentier,3659,10064301.24
Valette,Reynaud,1279,44489593.55
Pasquier Monnier SARL,Saint Valentine,267,48360201.96
Aubert Leroy S.A.S.,JacquotVille,1809,48964568.74
Devaux Duhamel SARL,Foucher,4109,35296912.06
Labbé,Jean,2514,40370520.35
Lagarde,Dijouxdan,2088,44501585.74
Hardy S.A.S.,Saint Nicolas,466,28211959.03
Garnier Lemaître S.A.,Blondel-les-Bains,4549,17230083.14
Reynaud,Delorme,3477,44476231.4
Fernandez S.A.S.,Lefebvrenec,2519,29282708.77
Lagarde,Vidal,4526,22892659.37
Hoarau,Pascal,1775,12484059.47
Fouquet Dupré SARL,Leroy-les-Bains,3495,34408985.9
Robert,PetitjeanBourg,2863,14775746.09
Bailly,Saint Bernadette,2582,29436869.85
Gilles Masson SA,Marchalboeuf,3009,1399325.34
Millet,Saint GuillaumeVille,3798,28167638.26
Loiseau,Lamydan,3135,47964735.43
Allain S.A.,Devaux,4374,19001412.7
Baron,Saint Bernard,4224,10011998.69
Pages,Tanguy-la-Forêt,3424,37815017.07
Baudry,Sainte ZacharieBourg,3646,21938940.55
Lelièvre Dufour S.A.R.L.,Peltier,2335,27246104.35
Guillet,Goncalves,3569,49828214.94
Pruvost,Renault-sur-Allain,3201,9577538.38
Schmitt SARL,Lelièvre-la-Forêt,1391,44910266.55
Besnard SARL,Gallet,3951,6077355.31
Duhamel,Picard,2903,44078102.37
Noël S.A.S.,Roche,2952,48723926.85
Masson,Pottier,3085,18273233.7
Schneider SARL,Collet,4785,26738308.34
Morvan SA,Gimenez,230,39313274.02
Lévêque,Da Costa-sur-Langlois,2812,9499239.34
Boucher,Ferrand,1888,46514732.77
Dijoux,Meunier-sur-Reynaud,2022,15526741.99
Pichon Legendre SARL,PoulainBourg,3782,10830811.1
Lebreton Paul SARL,AllardVille,341,46553420.61
Potier S.A.R.L.,Saint André,3418,22447694.09
Legrand SA,Saint AnaïsVille,1974,1887915.41
Lecoq,Martin-la-Forêt,1949,14998812.61
Raymond,Dupuy,4968,40272826.67
Pichon,Faivre,4167,5953247.59
Simon,Payet,1067,24585522.74
Morin,Lévêquenec,2778,18951608.57
Carre,Bertrand-sur-Thierry,316,8749106.68
Hamel Deschamps S.A.R.L.,Seguinnec,3746,48546454.94
Pierre S.A.R.L.,Pires-sur-Mer,4292,14108880.66
Schneider,Diallo-les-Bains,4388,27808590.9
Besnard,Chauveauboeuf,2308,2923012.01
Pelletier,Moreau,3202,19998589.25
Bègue,Saint ÉmilieVille,4317,40990488.67
Costa,Saint Augustin,3593,19007848.06
Dumas,Mallet,3595,14888747.33
Carlier Renaud SARL,Fabre,2288,41742805.98
Gilles,Fernandes-sur-Guichard,2712,46352018.09
Grondin Lesage S.A.S.,Roussetnec,3659,6451244.87
Roussel S.A.,Saint Michelle,838,18104940.26
Courtois Lesage S.A.,Gilletdan,3303,15716280.51
Colas S.A.S.,Sainte William,4499,44520461.96
Aubert,Dufour,303,24200601.31
Lebreton,GomezBourg,3750,5956392.85
Benoit Boulanger S.A.S.,Weberboeuf,1310,14082577.26
Duhamel,Sainte Inès,2847,49080206.61
Petit,Costa,4462,28772055.18
Duhamel,BonneauVille,527,17010965.3
Vallet,Pottiernec,4751,35982698.19
Coulon S.A.R.L.,Lemaîtreboeuf,3513,43966235.36
Couturier,Lagarde-sur-Clerc,3846,26587157.16
Royer,Aubert,1743,47962308.18
Faivre,ThomasVille,2648,2198537.12
Leclerc,Vidal,3773,44936024.73
Bouvier et Fils,Benoitdan,3800,39042227.18
Aubry SARL,Françoisnec,2642,26786504.77
Pierre,Ferranddan,3507,12797816.22
Ramos,Gaudin,4832,19638135.88
Pruvost Duval et Fils,Sainte Virginie,4194,38280879.54
Bertin Robin SARL,Barthelemy-sur-Mer,2074,22363892.39
Roussel SARL,Sainte InèsBourg,2294,15733394.51
Camus,Chauveau-sur-Paul,915,12839606.31
Arnaud,Buisson,1283,15072198.53
Benard Carpentier S.A.R.L.,Leclerc,1682,47408694.82
Peltier,Durand,4702,46569798.43
Louis,Meyer,1102,34714305.24
Poirier Hubert S.A.S.,Gilbert-les-Bains,2533,47287222.09
Moulin,Bourdon-la-Forêt,413,49900376.96
Lamy,Duval-les-Bains,3906,2695500.85
Martins,Maillot-les-Bains,3675,10730380.64
Verdier Guibert S.A.R.L.,Bonneau,618,22562292.78
Loiseau Pelletier SA,Weissdan,1416,47532739.16
Menard,Lopesdan,2290,33968546.0
Merle Martinez S.A.R.L.,Sauvage,1102,23462875.32
Bertin et Fils,Bodin,2707,40158316.74
Labbé,Lévy,4956,34964044.94
Toussaint Marie et Fils,ReyVille,4834,9567762.14
Berger,Saint Moniquedan,4153,18556275.38
Valette S.A.S.,Albert,4655,36932330.43
Allard Giraud S.A.R.L.,Gauthier-sur-Mer,3660,23163282.78
Regnier,Moulin,3601,24790971.04
Marchal S.A.R.L.,Joubert,1092,22567037.87
Loiseau S.A.,Blanchet,2853,6958255.29
Parent,Morvanboeuf,4340,42531049.46
Vasseur,Saint Franck-la-Forêt,2017,11025049.25
Pichon S.A.R.L.,Saint Marc,4058,37879999.89
Salmon Grégoire SA,Ribeiro,2773,12543481.51
Thomas Guillou S.A.R.L.,Saint Charlotte-les-Bains,2997,44807504.97
Lecoq,Sainte MoniqueBourg,1421,41863617.04
Traore,Loiseau,1154,27457009.24
Boyer,Saint Frédéric,1177,26859667.23
Monnier,Colas-sur-Dumas,4309,8314337.77
Millet,Michaud,4540,49052914.87
Delattre,Grenier-sur-Delattre,2980,41041572.22
Ferreira Leclercq SARL,Blanchard,4471,6560191.65
Lambert,Valette,2900,9496567.48
Guillou S.A.R.L.,SalmonVille,2001,34532099.86
Adam S.A.S.,Saint Théodore-les-Bains,4173,1559303.6
Laine SARL,Maillet,3739,48912540.57
Blanchard Camus SA,Sainte Robert,910,4000107.82
Voisin,SanchezVille,3152,21425316.11
Leclerc,Dumontdan,945,4007532.12
Verdier Germain SA,Fontaine,1200,42292475.01
Dupuy,Barthelemy,198,11255687.23
Durand,Pruvost-sur-Dumont,2601,15401240.33
Chauvin Maillard SA,Normandboeuf,4527,4582201.14
Moulin,Caron,2888,48717370.23
Nicolas,Sainte Oliviedan,2734,44687492.19
Alves,Marchand-sur-Hardy,1713,27634192.92
Lamy,Lelièvre-la-Forêt,1550,18050343.73
Marty,Saint Aimée-sur-Mer,3020,21879650.52
Auger S.A.S.,Rossi,1958,1996847.56
