Campaign_Name,Target_Location,Campaign_Type,Budget,Success_Rate
Berger,Fernandez,Billboards,107745,0.6451269998902381
Albert,Pons-sur-Morel,TV,357207,0.45425114210099393
Carlier S.A.,Bazin,TV,176806,0.4652284158471054
Louis,Saint Maryseboeuf,Social Media,118603,0.5407773274004832
Buisson,Maurice,Radio,260348,0.16440263949346878
Léger,Samson,Social Media,240104,0.4358122125584444
Blin S.A.,Martindan,Billboards,369657,0.34030839279492464
Giraud SARL,Huet,Radio,237165,0.22452151687151087
Henry Cohen et Fils,Rivière-sur-Martins,Radio,88460,0.4206284165045324
Lebreton,Vallet,TV,447982,0.6963825129023106
Durand,Benard,Billboards,465147,0.10755717474157117
Neveu,Sainte Philippine-la-Forêt,Billboards,173526,0.6966932971759133
Neveu Caron SARL,Normand,TV,370543,0.8356829597115397
Bousquet,LegrosBourg,Billboards,391162,0.43587896487889244
Royer,Ferreira-sur-Mer,Billboards,350429,0.36476214334864954
Couturier et Fils,Saint Guydan,Radio,101067,0.46420811564517395
Duval,Launay-sur-Mer,Radio,399509,0.18902590054564528
Payet,Saint Alexandria,Billboards,393804,0.5389699784432688
Dijoux,MartinsBourg,Social Media,263491,0.6885172322587955
Foucher S.A.R.L.,MaillotVille,Social Media,426066,0.28395357075785643
Ledoux S.A.,Gallet,TV,321964,0.3891080930223161
Vallée Germain S.A.,Bonnet,Social Media,91857,0.26220691680444813
Gauthier Marchal S.A.,Maréchalnec,Social Media,169146,0.5777889455130213
Lebon,GimenezVille,Billboards,258805,0.18563439015221406
Delannoy,Maillot,Social Media,85066,0.12644987019654091
Laporte,Guillet,Social Media,130092,0.5539804842204283
De Oliveira,Michel,Radio,197585,0.8335604393979843
Fournier S.A.,Léger-sur-Aubert,TV,100721,0.3958225920458024
Raynaud Guibert SA,Valentin-les-Bains,Social Media,496166,0.4890165868815235
Becker SA,Saint Honoré,Billboards,260640,0.6723991740077943
Lévy SARL,Vallet,TV,176077,0.34084019503371865
Buisson,Dos Santosnec,Billboards,48197,0.1687437978361045
Marchal et Fils,CarpentierVille,TV,340652,0.6063082548276834
Paris Hubert et Fils,Hervé,Radio,53128,0.5509615307772638
Pierre SARL,Hernandezdan,TV,293904,0.8783049853648008
Dupré,Sainte Jean,Radio,11057,0.10334825838651991
Marchal,Leconte,Social Media,299355,0.3150313691838301
Collet S.A.R.L.,Marques-sur-Diaz,Billboards,467668,0.41754133765257617
Faivre,Masson-sur-Mahe,Radio,77692,0.25274269304385133
Brunet SA,Marchaldan,Social Media,189311,0.41519568591584866
Roche,Reynaud-sur-Mer,Social Media,413292,0.26862972345000935
Langlois,FernandezBourg,Billboards,324195,0.7388551956769522
Sauvage S.A.S.,Dumas,Radio,211223,0.598458218746151
Thibault,Rousseau,Social Media,255265,0.1369216664345883
Cousin,Goncalves-sur-Simon,Radio,89568,0.7858028278311511
Evrard Laurent SARL,Lamy-la-Forêt,TV,204844,0.24791705673605674
Berger,Colin,TV,399100,0.28075480897437616
Leconte Bousquet S.A.R.L.,Monnier,Social Media,136810,0.6414878571882425
Millet,Rolland,Billboards,16568,0.5011135195561177
Perrier Cordier SA,Vidalnec,Radio,110186,0.7767854663497994
Julien,Rodriguezboeuf,TV,127232,0.7839343113506447
Masse,Sainte Maggie,TV,306228,0.8291465758202817
Wagner,Cousindan,TV,137290,0.3881065948330845
Pasquier,GiraudBourg,Radio,471214,0.118287957997478
Delannoy,Moreau,Billboards,139342,0.2365185395610001
Berger et Fils,Lombard,Radio,118466,0.6563669985929712
Julien S.A.,Saint Charles,Billboards,26119,0.10175688862364973
Bernier,Foucher,Radio,30498,0.8584609988429059
Raynaud,Sainte Étienne,Radio,405264,0.6292179384428696
Delmas et Fils,Gomezboeuf,Billboards,353941,0.18813592541654112
Jacquet S.A.R.L.,Michaud,Social Media,336692,0.3719494845868666
Joly S.A.R.L.,Becker,Radio,228575,0.2390290185496501
Paul Dumas S.A.,RaymondBourg,Radio,46807,0.7861110577956644
Guillaume Gaillard S.A.,Sainte Lucie-les-Bains,Social Media,267333,0.4750722389087496
Jacquot Martinez S.A.R.L.,Dialloboeuf,TV,73301,0.2964395571841175
Mathieu,Pons-les-Bains,Social Media,105347,0.34496369365562163
Blanchard,Nicolas-sur-Millet,Radio,195577,0.7700410137633904
Camus Alexandre et Fils,Garcia,Radio,47794,0.3102364720763099
Mathieu,Pires,Billboards,408983,0.47264710455620396
Rossi,Pasquiernec,TV,85910,0.7464447552438934
Blin,Picard,TV,245354,0.3579615788916658
Lévy Lecomte et Fils,LopezVille,Billboards,122542,0.7663772274356623
Couturier,Albertboeuf,Social Media,41430,0.24557886046297528
Gaillard,Monniernec,TV,423494,0.26432334646882466
Bonneau,Bouvier,Billboards,492659,0.7210252718435813
Besson,Grégoirenec,Billboards,364496,0.24886761390348636
Gonzalez S.A.S.,Pruvostdan,Social Media,34557,0.7579106491044819
Godard Vallée S.A.,Rolland,Radio,98633,0.32091030036853085
Andre,Guérin,Social Media,367761,0.3066352929993226
Chevallier,Dijoux,Social Media,62289,0.688932069435521
Moreau,Arnaud-la-Forêt,Billboards,443149,0.6064256594394705
Riou SARL,Maurynec,Social Media,195047,0.6357568992933547
Guillou,Jacquet,Radio,238916,0.4132985923110505
De Sousa,Lévêque-sur-Mer,Billboards,204927,0.7847568674381789
Dumas,Adam-sur-Bègue,Social Media,126388,0.3674229548321737
Fabre S.A.R.L.,Wagner-sur-Duhamel,Radio,140966,0.4988649566809046
Rocher,Sainte Emmanuelle,Radio,326247,0.1610002825311132
Toussaint,Saint LaureBourg,Radio,194306,0.2591415957589798
Bonnin SARL,Meunier,Social Media,115405,0.27816449762307044
Bertin,Simon,Radio,51402,0.5130580297619326
Bousquet,Jourdanboeuf,TV,403580,0.26885739408874965
David Carre et Fils,Saint Luce,Radio,24040,0.8206321298327032
Marchal,Gautier-la-Forêt,Radio,23770,0.4048262572225604
Schmitt,Bouvet,Social Media,282225,0.4176082420050897
Lebrun S.A.,Lefort,TV,284520,0.22532487686605063
Buisson S.A.S.,Courtois,Billboards,129974,0.5602334326792381
Navarro S.A.S.,Wagner,Billboards,359200,0.48433875252111125
Maurice,Pottier-sur-Hoareau,Radio,103256,0.28972344285342794
Buisson,Texier-la-Forêt,Billboards,341916,0.49166208298253655
Grondin et Fils,Sainte Martine,Social Media,285596,0.4243015094629692
Grenier S.A.,Michaud,Billboards,373592,0.22978449914569846
Carlier,Renault,Social Media,317626,0.5615181367056564
Costa,Guillot,Radio,466237,0.24482262009116235
Masson,Gosselin-sur-Thibault,Social Media,481656,0.6913076456084998
Georges,PruvostVille,TV,59673,0.42245677872992193
Pineau Morel SARL,Grenier,Social Media,452465,0.16174186934957932
Arnaud Neveu SARL,Gomez,TV,253450,0.38033723828431276
Jacob,Cousin-sur-Gilbert,Billboards,44852,0.37138965755713993
Diallo S.A.R.L.,Sainte Hélène,Social Media,57838,0.7966587640851287
Gallet,Lebondan,TV,275076,0.39594572344804013
De Sousa Da Costa S.A.S.,Ruiz,Social Media,164574,0.4356653917441612
Alves S.A.,GayVille,Billboards,260495,0.20015289489219984
Delaunay Martins S.A.S.,Marin,Billboards,400327,0.7247909157442102
Faivre Marchand SA,Saint Christine-les-Bains,Billboards,207087,0.23521778990835057
Masson SARL,Pierre-les-Bains,Radio,325524,0.3796930135356621
Renault Hernandez S.A.R.L.,Saint Anouk,Billboards,299428,0.7559984573142752
Laine,Delaunay,Billboards,358150,0.5121639922527107
Pons,Saint Manon,Billboards,198548,0.2665392034633447
Chrétien Duval SA,Joseph,TV,134904,0.2934504597757568
Jacques et Fils,Cousin-la-Forêt,Billboards,150266,0.26824537318748
Vasseur,Besnard,TV,165998,0.5378136095400737
Caron Fernandes SA,Pruvost,Social Media,195246,0.6067296408016267
Lebon S.A.R.L.,Carlier-les-Bains,TV,456301,0.4725964061385167
Salmon S.A.,Rolland,Radio,202167,0.5179824509033832
Clément S.A.S.,Saint Timothée,Radio,280903,0.5268780237543836
Martins Paul S.A.R.L.,Guichard-sur-Gilles,TV,352603,0.8540615231031559
Legrand,Boutin,TV,94571,0.36203438467495996
Lejeune,Lagarde-les-Bains,Billboards,347645,0.20860038833486005
Martin,Delaunay,TV,152745,0.19419764402803336
Camus,Gilles,Radio,144080,0.8050554641992195
Allard Leduc et Fils,Fleury,Billboards,431800,0.7115408694585471
Le Gall Lemonnier SARL,GuérinVille,Radio,411122,0.22077249109055394
Guillot,Saint Marine,TV,236942,0.33334822295789684
Mahe Dupuis S.A.,Duval,Billboards,315096,0.6100846468593053
Bousquet,MunozBourg,TV,277788,0.43503733475639794
Vasseur,Evrard,Billboards,20446,0.7834752391536778
Leroux,Aubry,TV,435793,0.5145923796323721
Verdier S.A.S.,Delahaye,Billboards,441645,0.45031509564872696
Verdier Gonzalez SARL,Blondel,Social Media,378633,0.12741930066319115
Faivre,Guyon-sur-Roger,Radio,306504,0.45975747147781154
Lemoine,Fournier,Billboards,112459,0.5321048995435048
Bazin S.A.S.,Marques-sur-Buisson,Billboards,377997,0.815966844503896
Alves,Jeanboeuf,Radio,254815,0.5446574174234228
Bouvier,Martineau,Billboards,381780,0.6612143786811949
Riou S.A.S.,Ledoux,Billboards,170867,0.4568898799482689
Albert S.A.R.L.,Paul,Radio,329776,0.6722476745502215
Aubert,Sainte Marine-la-Forêt,Social Media,185992,0.5076555424935405
Durand,Dumontdan,Billboards,92592,0.6813081976153194
Gautier,Bernard,Social Media,422102,0.1741696164722697
Martin,Le Goff,Social Media,42271,0.11699915803990964
Benard,Paris,TV,42327,0.4201303060749869
Dupuy Hamel S.A.,Bousquet,Social Media,399140,0.3279780948993337
Guibert Bodin SARL,Blondel,Billboards,60647,0.6378318519350714
Ribeiro,Sainte Adèle,TV,147283,0.24384231675118803
Bonnet S.A.S.,Thomas-sur-Daniel,Social Media,232729,0.5923990381439492
Arnaud SA,Fournier,Billboards,97192,0.31936090862732247
Rodrigues SARL,Giraud,Billboards,305351,0.22824608971013466
Nicolas et Fils,Boyer,Billboards,360728,0.26756054814083285
Hamon Sanchez et Fils,Richard,Billboards,162932,0.8756990803151482
Grondin et Fils,De Oliveira-sur-Mer,TV,223789,0.7347663287137324
Dupont Lopez S.A.R.L.,Weiss-les-Bains,Social Media,355097,0.39733729196752676
Roussel S.A.,Guilbertnec,Social Media,12662,0.13187238817420674
Perrot Fontaine SARL,Da Silva,Social Media,285561,0.41771499392546374
Chauvet,Maréchal,TV,100877,0.35090008989830856
Bazin S.A.R.L.,Saint Renée,TV,178170,0.8770919791497523
Valette Coste S.A.R.L.,Sainte Louis-sur-Mer,TV,287142,0.8385615770251497
Maury S.A.,Saint Grégoire-sur-Mer,Radio,301161,0.3624435576384938
Teixeira S.A.R.L.,Henrynec,TV,231240,0.3483533260009975
Leroy,Poirier,Social Media,23799,0.8348320676790103
Delorme,Maury,Billboards,82991,0.5483258548526208
Leduc Berthelot et Fils,Perez-sur-Mer,TV,161003,0.3310874661881613
Paul,Blanc,Billboards,373894,0.6216995933233971
Lebrun,Martineau-sur-Pascal,Billboards,148123,0.1797811840981708
Millet,Gosselin,Radio,419492,0.5660201129247264
Loiseau,Sainte Francknec,Social Media,14739,0.42565971309180306
Chartier S.A.,Dupont,Billboards,302071,0.7945076297368564
Martinez Delattre SARL,Pottier-sur-Diaz,Billboards,431796,0.7283034799808442
Charpentier S.A.S.,Sainte Franck-sur-Mer,Radio,280887,0.33378665024522547
Lamy,Lefebvre,Social Media,262129,0.324592148079008
Wagner,Lebreton,TV,126876,0.3972517384078599
Duval S.A.S.,Weber,Social Media,406739,0.6324905677669498
Hoarau,Payet,Social Media,126591,0.39836414838251644
Boutin,Teixeira,Social Media,256951,0.14126082076839036
Peron,Saint Inès-les-Bains,Social Media,31783,0.7518077519508817
Briand,Germain,Radio,47223,0.5835984933945114
Gilbert,Parent-la-Forêt,TV,300321,0.3281663692229472
Lévêque,Fernandez,Radio,287888,0.4002900195659391
Bouvier Fleury et Fils,Foucher,TV,405503,0.4028596737587712
Guibert,Vaillant,TV,426706,0.1655743899469419
Blot,Sainte YvesBourg,Radio,317328,0.5050522589247336
Lucas,LoiseauVille,TV,173230,0.2024335312751056
Maillet Alves SA,Saint Paulette,Radio,277174,0.6788396756814199
Bonnin,Foucher-la-Forêt,Radio,171009,0.3889985233575065
Charrier Dos Santos S.A.R.L.,Allain,Radio,265312,0.3181044937557721
Chauvet S.A.,Lebrun-sur-Mer,Radio,77950,0.8729714937664518
Ollivier,Sainte Arthur-les-Bains,Social Media,132686,0.8551415476016747
Julien,Le Roux,Billboards,150899,0.8407861437722723
Benoit Meyer SARL,Ruiz,Radio,413972,0.7395870168420613
Perrier SA,Sainte Claudinedan,Billboards,191733,0.22258086300745303
Girard,Robin,TV,120533,0.6287600485280966
Chevallier,CoulonVille,TV,164054,0.5766656570961344
Leconte,Saint Suzanne-les-Bains,Billboards,24836,0.551390165451287
Verdier,Gaudin,Billboards,286818,0.17572019907739886
Morin Toussaint et Fils,Marchand,TV,411939,0.1134860803409139
Blondel,Marchal-sur-Mer,TV,126452,0.5182923704602223
Blin Verdier S.A.S.,Faure-les-Bains,Radio,482218,0.11613186568720142
Picard Hebert SARL,Vaillant,Radio,365437,0.6516466658516981
Moulin,Pereira-les-Bains,Billboards,241654,0.27770343775686285
Maillot,Briand-sur-Wagner,Billboards,139462,0.3575609739536141
Léger,Loiseau,TV,55598,0.7817329381653594
Dupuis Barbe S.A.S.,Sainte Catherine-la-Forêt,Social Media,249020,0.711425525399017
Martin,Charles,TV,368193,0.42580591221498
Poulain et Fils,Teixeira-sur-Germain,Billboards,380431,0.7958886271866199
Torres SARL,Perrotdan,Billboards,209592,0.3968702382988817
Guillaume,Neveu,Billboards,300105,0.8956533715576188
Marty,Costa,TV,264965,0.8747712123961626
Valentin,Sainte MargauxVille,TV,436714,0.8412945513938855
Pereira S.A.R.L.,Robin-sur-Mer,TV,188617,0.23421968195196083
Bègue,Mace,Radio,355289,0.5083447128451408
Guyon S.A.S.,Lopes,Radio,353216,0.1472921488721883
Da Costa SA,Saint Frédérique,Radio,282135,0.7774425996342113
Joly,Diaz,Radio,377560,0.4695462653513036
Dijoux,Perez-sur-Mer,TV,229544,0.8188708299569116
Blin,De Oliveira,Social Media,105131,0.7936451163664445
Leconte,Faivre,Radio,164166,0.4548478781877674
Traore,Millet-sur-Meunier,Radio,185682,0.4086848759140612
David,Normand,Social Media,59278,0.7959722695817047
Mercier Wagner SA,Sainte Isabelle,Social Media,222119,0.7631085069071427
Fouquet Lacombe S.A.S.,Garnier,Social Media,202147,0.32740943525083266
Gosselin Petitjean S.A.,Pineau,Radio,399832,0.34706347332402504
Thibault Gillet et Fils,Hoarau,Radio,382205,0.1607222423418862
Morin,Imbert,TV,381392,0.291458968878372
Lambert,Caron,Social Media,230174,0.39347978928422245
Aubry,Boyer,TV,187991,0.2992967451777244
Loiseau Texier SARL,Bonninboeuf,Billboards,107014,0.7714572456717107
Albert,Boutin-sur-Mer,TV,284899,0.7600354319121237
Breton,Pineau,Billboards,26193,0.12175596181268392
Baron Picard S.A.S.,Saint Marthenec,TV,369973,0.21361596310389777
Vaillant,Nicolas,Social Media,117264,0.12001654371540581
Pasquier,Valentin,Radio,438786,0.40881404169251856
Hernandez,Étienneboeuf,Billboards,32231,0.6984758288572583
Bigot et Fils,Da SilvaBourg,Radio,376625,0.48987403504534466
Guillet Guyon S.A.,Regnier-les-Bains,Radio,208047,0.3510692519067353
Auger,Leclercq-la-Forêt,Radio,494987,0.547979083447672
Thierry,Perrier,Billboards,332945,0.686349993891354
Georges S.A.,Chevalier,Radio,478003,0.6597958244107242
Denis,Colin,Radio,217394,0.14465471023415805
Perrot,Briand,Billboards,354448,0.8642144328033867
Torres Brunel S.A.,Lenoir,Billboards,187023,0.16341011441359346
Cordier Roche SA,Petit,Radio,462698,0.24703115060168532
Fleury,Fournier-sur-Rousseau,TV,455168,0.16018804035693837
Maury,Techer,TV,150744,0.6317025416469627
Marty S.A.R.L.,Bodin-sur-Ollivier,TV,392942,0.4974312464979834
Lopez,Maillet,Billboards,263168,0.4246562699119829
Fischer Leblanc S.A.R.L.,Sainte Adélaïde-sur-Mer,TV,85427,0.2902497542993217
Jourdan S.A.S.,Jacob-les-Bains,TV,269125,0.7732253210058245
Vincent Gonzalez S.A.S.,BesnardBourg,TV,162448,0.23029716943746933
Gilbert S.A.S.,Leroy,TV,232724,0.6521452207340567
Bazin,Lacombe,Billboards,328112,0.7310914264404419
Besson et Fils,Saint Susan,Radio,344053,0.3820311077576648
Lemoine,Royboeuf,Radio,166938,0.2360151777644906
Bourgeois S.A.S.,Chevalier,TV,169361,0.3589713207017814
Dumas,Evrard,TV,288936,0.3381506300164425
Lemaître,Rolland-la-Forêt,Billboards,349080,0.3211617101240474
Marty,LaineBourg,Billboards,453822,0.16225727394484546
Bouvier,Pineau-sur-Leroux,Social Media,22645,0.5926960094357839
Lopez S.A.R.L.,Sainte Olivier-la-Forêt,Billboards,280585,0.6911571797800725
Blin Bertrand S.A.S.,Pires,Social Media,122671,0.13677905478396976
Rodrigues,Pottier,Billboards,19541,0.8079063526830015
Gilbert,Girard-sur-Mer,Social Media,465513,0.7006361959292843
Baron,Chauvet-la-Forêt,Radio,483633,0.3886654326732899
Maillet,Rodrigues,Social Media,380523,0.3640238773468879
Blanchard SA,Louis-sur-Gilles,Social Media,325164,0.23577584440545707
Vallet SA,BuissonBourg,Social Media,288997,0.32019304938256676
Joubert,AllainVille,Social Media,327979,0.43345135494155096
Perez Michaud SA,Dupré-sur-Mer,Billboards,351636,0.8308771783354117
Alves Colin et Fils,Gros,TV,347294,0.3126323062387546
Valentin,Bèguenec,Social Media,336701,0.7000412205375652
Gosselin SARL,Girard,Billboards,140173,0.5488237133569219
Charrier,Poirier,Social Media,474620,0.7586406582936276
Fleury,Rémy,Billboards,268736,0.30023744668058266
Poulain,Caron,Social Media,433246,0.4849677271627829
Legrand et Fils,Saint Huguesboeuf,Billboards,357704,0.7955991346607331
Aubert SARL,Dos Santos,Radio,200876,0.4219762949843118
Bonnin,Philippe,Social Media,171443,0.6172467262195924
Lefèvre SARL,Dufour-sur-Vincent,Billboards,329327,0.21035743329626344
Jean,Schmitt-sur-Marie,Billboards,194265,0.5190511704923533
Baudry,Laurentboeuf,Radio,104602,0.747224578912408
Gosselin SARL,Marchalboeuf,Billboards,374659,0.766956739678803
Collin Ferreira et Fils,Saint Tristan,Social Media,425335,0.6101567231130633
Lucas S.A.S.,Laine,TV,420496,0.3137395435583552
Valentin,Delaunay,TV,254356,0.8483857888515044
Lenoir S.A.S.,Berthelotdan,TV,10292,0.4029553470338104
Daniel,Alexandrenec,TV,424398,0.2425700908152668
Carre,Reynaud,Billboards,210406,0.24757040931700383
Albert,Besson,TV,192762,0.34750228064060595
Dupré,Leroy-la-Forêt,Radio,275468,0.23759789889587835
Blin Dubois S.A.R.L.,Delattre-la-Forêt,Radio,21943,0.21118974711748076
Marie,Lefort,TV,360344,0.5694793110954077
Ferreira,Leblanc,TV,263198,0.862727682122406
Laroche SA,Blanchard,TV,337713,0.7170469198495311
Gonzalez Schmitt SARL,Saint Adrien-la-Forêt,TV,186445,0.1934512220935928
Pruvost Vincent SARL,Mahenec,Billboards,63187,0.31355798278007174
Prévost Toussaint et Fils,Maréchal,Social Media,273370,0.7732421656049391
Hamon Letellier et Fils,Bouvier-sur-Gay,Billboards,151009,0.8730346920327988
Benard Pottier S.A.R.L.,Leduc,TV,332977,0.8650063753538934
Boulay,Lambert-sur-Poirier,Billboards,410749,0.22037755971625775
Merle SA,Renard,TV,340895,0.15150376915164518
Grondin Lecomte S.A.R.L.,Bailly,Radio,188860,0.7655908641471239
Andre,Mullernec,Radio,118997,0.686409620252543
Roux Dupuy SARL,Alexandre,Social Media,425228,0.7435791631969763
François,Lemoine,TV,39025,0.4209373787375772
Delmas,Alves-sur-Thierry,Social Media,466008,0.6783683340835156
Lévy,Vincent,Social Media,387731,0.48778945043845545
Gomes S.A.S.,Barbe,Social Media,116449,0.338117604307117
Hamon Parent SARL,Martin,Billboards,297778,0.23687788634840665
Chevallier,Pottier,Radio,69754,0.34166041204479713
Verdier SA,Garciaboeuf,Social Media,255042,0.5084221577252143
Delorme,Grondin,Billboards,374229,0.706784713356935
Morin SARL,Hubert,Radio,179231,0.5615018865717605
Fernandes,De Sousa,Social Media,111997,0.12603302383347278
Godard SARL,Pruvostdan,Social Media,259143,0.7337972732552666
Bodin Hubert S.A.,Parent,Radio,139510,0.7100177233429963
Renard S.A.,Arnaud-la-Forêt,Billboards,461064,0.35291277563541956
Roger Launay S.A.R.L.,Saint René-sur-Mer,TV,161676,0.3691902337641645
Berger,Saint MargotBourg,Social Media,342039,0.5908580531630716
